date,T2M,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
2011-11-15,0.32,0.0,67.4,1.47,8.51
2011-11-16,-0.15,2.17,78.48,3.27,2.57
2011-11-17,3.37,0.68,82.79,4.43,7.52
2011-11-18,0.8,0.69,81.15,2.43,4.88
2011-11-19,-2.86,2.03,77.6,1.99,3.96
2011-11-20,-2.01,0.01,75.68,1.37,3.6
2011-11-21,1.96,2.38,80.8,3.53,2.83
2011-11-22,8.3,4.53,78.37,7.26,2.05
2011-11-23,8.88,4.27,72.98,5.81,2.67
2011-11-24,3.24,2.05,84.59,3.45,4.04
2011-11-25,2.25,0.23,67.8,3.65,7.38
2011-11-26,2.21,0.03,66.49,2.38,2.92
2011-11-27,5.31,1.14,72.93,3.6,3.75
2011-11-28,2.78,0.04,81.7,1.6,5.46
2011-11-29,2.1,0.16,84.27,1.4,3.7
2011-11-30,1.01,0.08,78.94,3.02,6.78
2011-12-01,-0.96,0.01,85.63,1.78,4.9
2011-12-02,-0.68,0.0,70.32,2.65,6.97
2011-12-03,-1.3,0.0,67.12,1.47,3.36
2011-12-04,-0.95,0.0,69.12,2.55,5.47
2011-12-05,-0.29,0.0,66.61,1.15,5.46
2011-12-06,0.19,0.0,60.24,1.07,6.3
2011-12-07,-0.93,0.0,77.01,0.97,5.79
2011-12-08,-2.98,0.0,84.87,1.06,5.01
2011-12-09,-2.51,0.01,89.97,1.87,4.3
2011-12-10,-2.33,0.03,84.77,1.39,2.61
2011-12-11,-4.5,0.11,89.83,1.46,1.94
2011-12-12,-4.0,0.0,82.4,1.36,5.47
2011-12-13,-3.45,0.05,84.94,1.09,1.62
2011-12-14,-2.54,0.16,84.1,1.09,2.11
2011-12-15,-1.34,0.51,90.37,0.99,2.77
2011-12-16,-0.46,0.11,95.92,0.98,1.37
2011-12-17,-0.6,0.0,88.79,1.37,2.56
2011-12-18,-1.5,0.03,92.35,1.29,3.29
2011-12-19,-1.55,0.09,93.15,1.29,2.54
2011-12-20,-1.72,0.06,95.2,1.05,2.8
2011-12-21,-2.22,0.0,80.33,1.75,6.18
2011-12-22,-3.99,0.0,82.04,1.44,5.48
2011-12-23,-3.2,0.0,68.94,1.18,3.9
2011-12-24,-0.21,0.41,73.9,1.47,1.98
2011-12-25,0.05,0.05,78.72,3.33,2.24
2011-12-26,-0.28,0.6,90.14,1.93,3.06
2011-12-27,2.34,6.1,93.77,4.06,2.75
2011-12-28,5.24,6.05,99.52,4.59,3.65
2011-12-29,3.67,4.69,88.93,3.76,3.17
2011-12-30,2.98,6.32,90.36,3.86,4.0
2011-12-31,-0.65,0.01,79.86,2.85,4.5
2012-01-01,0.7,0.04,73.01,3.73,3.1
2012-01-02,0.81,0.01,78.06,2.7,3.56
2012-01-03,1.4,0.11,97.28,1.71,3.02
2012-01-04,4.05,0.08,83.76,2.6,4.22
2012-01-05,2.94,0.03,81.81,3.8,6.27
2012-01-06,-0.23,0.08,86.21,1.15,4.44
2012-01-07,-0.68,0.41,87.91,1.06,2.68
2012-01-08,0.47,0.02,81.83,1.23,4.06
2012-01-09,0.63,2.45,84.54,1.19,3.87
2012-01-10,-0.44,0.69,71.07,2.86,6.7
2012-01-11,-3.95,0.0,63.78,3.11,5.83
2012-01-12,-2.81,0.0,64.82,2.32,4.56
2012-01-13,-2.35,0.0,71.22,1.32,3.73
2012-01-14,-0.16,0.05,71.82,3.54,5.75
2012-01-15,-1.95,0.66,79.97,1.65,6.48
2012-01-16,-3.64,0.76,76.12,3.48,5.04
2012-01-17,-0.48,1.25,73.24,5.65,4.6
2012-01-18,-3.44,8.23,85.5,3.19,1.73
2012-01-19,-4.95,9.44,88.87,2.68,2.21
2012-01-20,-2.52,2.97,95.21,2.47,1.09
2012-01-21,0.81,1.73,95.78,4.61,3.91
2012-01-22,-0.27,1.17,92.03,3.99,2.6
2012-01-23,-1.61,0.03,90.98,1.2,5.56
2012-01-24,-0.18,2.4,87.66,3.88,1.34
2012-01-25,2.75,0.25,91.6,4.34,7.88
2012-01-26,1.88,0.44,85.37,3.93,8.42
2012-01-27,-1.42,0.01,79.83,1.52,5.0
2012-01-28,-0.28,0.0,72.37,1.79,3.31
2012-01-29,3.67,5.34,84.47,4.13,4.33
2012-01-30,3.29,2.22,87.17,3.73,5.27
2012-01-31,2.98,0.2,82.39,2.0,8.1
2012-02-01,1.55,3.47,86.9,2.68,3.59
2012-02-02,-0.15,0.01,82.68,1.7,6.29
2012-02-03,0.33,0.0,81.26,3.62,8.66
2012-02-04,0.92,0.0,77.27,2.4,9.33
2012-02-05,0.86,0.0,79.52,2.46,8.96
2012-02-06,1.02,0.0,77.19,4.33,8.96
2012-02-07,2.12,0.0,70.74,3.59,9.4
2012-02-08,2.68,0.56,80.85,1.66,4.52
2012-02-09,2.67,1.46,95.63,1.84,3.96
2012-02-10,3.42,0.91,91.34,2.06,2.99
2012-02-11,1.54,4.65,85.9,1.81,4.88
2012-02-12,2.39,0.08,82.76,1.7,6.54
2012-02-13,2.11,0.02,84.0,1.22,6.7
2012-02-14,0.85,0.92,83.4,1.4,3.48
2012-02-15,0.3,0.0,72.99,1.23,10.79
2012-02-16,1.29,0.05,77.98,2.1,5.98
2012-02-17,3.08,3.76,88.71,2.47,7.19
2012-02-18,2.63,0.56,80.61,5.75,4.99
2012-02-19,1.89,0.15,69.89,3.31,9.68
2012-02-20,1.63,0.74,77.83,1.79,8.0
2012-02-21,5.82,3.37,89.6,4.47,7.5
2012-02-22,6.62,0.19,69.46,5.85,12.61
2012-02-23,2.57,0.0,65.94,2.54,12.34
2012-02-24,4.03,2.49,75.49,2.42,7.69
2012-02-25,2.92,0.66,68.25,6.17,7.04
2012-02-26,-0.47,1.02,80.34,2.89,10.81
2012-02-27,-0.91,0.09,56.88,2.8,13.97
2012-02-28,-0.41,0.62,66.94,2.81,9.63
2012-02-29,1.25,1.62,80.06,5.52,6.22
2012-03-01,0.86,0.14,72.79,2.85,11.01
2012-03-02,1.83,0.1,79.09,2.95,7.39
2012-03-03,5.49,0.03,80.97,4.5,8.53
2012-03-04,5.96,0.04,76.61,2.8,14.27
2012-03-05,4.43,0.75,71.47,4.91,8.4
2012-03-06,0.29,0.12,55.82,3.53,16.35
2012-03-07,0.86,0.0,54.29,1.36,15.38
2012-03-08,5.36,0.0,56.37,1.87,11.36
2012-03-09,8.01,0.0,56.65,2.81,12.09
2012-03-10,7.92,0.18,68.0,3.78,7.78
2012-03-11,4.96,4.08,71.41,4.57,8.58
2012-03-12,3.88,2.65,79.4,4.39,4.63
2012-03-13,4.51,0.94,61.5,5.39,13.79
2012-03-14,3.21,2.17,79.45,2.74,7.49
2012-03-15,8.74,9.01,83.26,5.29,6.6
2012-03-16,6.87,3.29,67.92,4.52,15.13
2012-03-17,5.04,0.88,70.39,4.03,10.49
2012-03-18,2.27,0.07,68.02,2.08,12.56
2012-03-19,2.2,0.02,57.53,3.31,18.34
2012-03-20,4.85,2.19,74.64,5.69,12.31
2012-03-21,2.86,4.65,81.41,2.55,11.63
2012-03-22,2.41,3.55,74.42,2.49,12.21
2012-03-23,3.35,0.46,68.98,1.61,17.5
2012-03-24,5.29,0.0,72.05,3.68,14.44
2012-03-25,8.57,0.05,66.28,2.93,16.77
2012-03-26,5.81,3.74,77.05,2.45,8.26
2012-03-27,6.46,2.11,73.08,3.82,6.66
2012-03-28,8.18,1.88,66.41,3.87,15.38
2012-03-29,7.99,7.83,79.8,5.75,5.23
2012-03-30,8.45,6.52,76.32,5.59,9.07
2012-03-31,6.27,2.83,83.01,3.12,7.8
2012-04-01,5.14,2.01,68.15,4.09,18.39
2012-04-02,5.24,0.02,69.24,2.83,16.16
2012-04-03,8.23,0.78,60.98,4.07,14.6
2012-04-04,4.0,1.99,72.17,2.34,12.5
2012-04-05,4.09,0.35,66.42,0.67,13.79
2012-04-06,3.34,0.74,66.97,1.39,13.43
2012-04-07,5.73,0.03,53.96,2.26,20.15
2012-04-08,9.01,0.0,56.05,4.22,16.67
2012-04-09,11.79,0.0,56.23,2.66,19.24
2012-04-10,12.36,0.01,64.69,2.14,13.65
2012-04-11,11.57,0.07,63.81,3.06,15.4
2012-04-12,8.75,0.35,65.29,2.6,20.32
2012-04-13,10.34,0.01,51.61,1.08,22.54
2012-04-14,9.72,0.0,52.45,3.5,21.64
2012-04-15,9.85,0.01,57.98,1.81,20.12
2012-04-16,9.52,5.71,71.94,3.58,6.77
2012-04-17,7.34,0.6,65.16,2.07,18.35
2012-04-18,9.13,0.74,67.76,2.79,14.85
2012-04-19,8.01,2.96,74.45,1.78,14.95
2012-04-20,12.39,1.61,74.43,3.13,17.02
2012-04-21,14.4,0.0,53.45,1.33,25.4
2012-04-22,18.97,0.0,56.19,2.14,24.94
2012-04-23,22.12,0.25,49.03,1.44,24.26
2012-04-24,18.11,2.26,63.41,2.88,21.72
2012-04-25,16.31,0.77,67.37,2.32,17.86
2012-04-26,11.3,9.88,73.61,3.17,9.06
2012-04-27,9.97,0.02,53.96,3.39,23.42
2012-04-28,10.81,0.0,56.53,1.45,25.71
2012-04-29,13.5,0.03,60.21,2.03,22.62
2012-04-30,12.71,4.58,57.95,5.48,20.61
2012-05-01,9.21,0.21,55.88,3.8,20.0
2012-05-02,9.56,0.54,53.95,3.13,20.98
2012-05-03,9.23,3.15,73.8,3.65,10.15
2012-05-04,8.3,0.41,63.35,3.03,20.34
2012-05-05,8.62,0.02,54.36,2.75,22.77
2012-05-06,10.3,0.0,54.97,1.08,26.74
2012-05-07,13.61,0.0,46.9,1.82,27.06
2012-05-08,17.05,0.0,44.85,1.43,25.33
2012-05-09,11.43,0.0,45.04,3.81,26.87
2012-05-10,9.45,0.0,39.83,1.87,29.21
2012-05-11,12.17,0.0,30.41,1.4,28.71
2012-05-12,14.2,0.0,41.06,2.25,29.83
2012-05-13,18.32,0.0,39.54,1.66,28.61
2012-05-14,21.93,0.0,39.88,2.06,29.39
2012-05-15,21.61,0.0,41.32,1.92,28.41
2012-05-16,17.06,0.0,47.61,2.47,24.34
2012-05-17,14.51,0.0,44.72,2.83,28.78
2012-05-18,13.39,0.0,41.46,2.02,30.17
2012-05-19,15.08,0.0,41.93,1.86,28.41
2012-05-20,16.23,0.28,53.31,2.12,15.94
2012-05-21,15.03,8.02,79.41,3.07,11.65
2012-05-22,11.72,0.49,64.45,4.54,20.05
2012-05-23,12.56,0.29,54.32,4.15,22.24
2012-05-24,11.9,0.15,56.21,2.16,22.33
2012-05-25,15.05,0.0,45.48,5.5,25.35
2012-05-26,14.87,0.0,45.6,3.67,20.69
2012-05-27,16.38,0.09,47.95,2.13,24.86
2012-05-28,15.9,0.29,51.16,3.23,27.99
2012-05-29,13.98,0.08,45.66,2.52,22.97
2012-05-30,15.96,0.01,49.08,2.29,21.54
2012-05-31,17.98,0.46,60.98,2.12,12.27
2012-06-01,20.51,0.49,56.34,2.27,21.75
2012-06-02,18.68,4.8,54.64,3.19,25.6
2012-06-03,15.99,0.97,52.4,2.1,20.61
2012-06-04,15.24,19.73,78.9,2.62,9.29
2012-06-05,11.66,6.33,72.08,4.14,11.2
2012-06-06,11.12,0.32,53.13,3.64,18.89
2012-06-07,11.12,2.11,66.08,2.57,11.33
2012-06-08,11.22,0.24,61.51,2.83,22.44
2012-06-09,10.59,2.49,66.21,3.69,11.92
2012-06-10,15.32,0.01,55.4,2.96,28.28
2012-06-11,18.71,0.0,50.53,1.73,29.68
2012-06-12,19.38,0.17,56.66,3.22,19.17
2012-06-13,16.84,0.1,52.16,3.83,27.6
2012-06-14,14.17,0.0,54.18,2.52,23.98
2012-06-15,16.65,0.0,47.14,1.37,31.82
2012-06-16,21.16,0.32,48.23,2.51,22.26
2012-06-17,19.99,0.05,50.95,4.79,29.09
2012-06-18,15.4,0.82,52.58,3.42,18.63
2012-06-19,15.08,0.0,49.66,2.65,24.61
2012-06-20,18.22,0.0,46.62,2.57,31.0
2012-06-21,22.26,0.0,45.1,2.57,27.04
2012-06-22,20.69,2.92,57.41,4.05,18.9
2012-06-23,17.07,1.89,61.95,2.15,19.57
2012-06-24,18.91,0.89,49.08,2.49,22.74
2012-06-25,18.49,0.51,55.51,2.23,19.79
2012-06-26,12.97,16.82,71.15,2.94,8.99
2012-06-27,17.2,0.01,50.71,1.52,30.77
2012-06-28,21.09,0.0,49.74,2.81,30.01
2012-06-29,21.86,0.0,54.67,2.42,25.19
2012-06-30,21.29,1.97,64.62,2.59,19.63
2012-07-01,21.16,0.08,57.88,2.49,26.34
2012-07-02,20.46,0.06,48.45,2.59,26.97
2012-07-03,17.52,0.09,47.23,4.63,28.91
2012-07-04,17.91,0.0,43.46,1.28,31.03
2012-07-05,20.92,0.0,38.34,1.16,30.81
2012-07-06,24.04,0.0,39.72,1.93,29.9
2012-07-07,26.68,0.04,39.82,1.81,29.62
2012-07-08,28.87,0.17,45.44,2.53,28.83
2012-07-09,29.73,0.87,44.12,1.64,23.1
2012-07-10,28.46,0.05,44.65,1.32,28.28
2012-07-11,27.86,0.0,41.87,1.59,28.86
2012-07-12,27.37,0.1,41.68,1.41,24.76
2012-07-13,25.3,1.37,50.41,2.12,23.47
2012-07-14,23.2,1.06,62.96,2.5,19.09
2012-07-15,23.54,0.3,49.98,3.55,21.01
2012-07-16,21.94,5.88,56.67,1.47,25.36
2012-07-17,25.39,0.42,55.31,1.26,21.39
2012-07-18,26.23,0.0,51.3,1.75,28.29
2012-07-19,24.82,0.25,51.62,2.18,23.18
2012-07-20,23.08,6.3,59.15,2.9,17.42
2012-07-21,22.26,0.0,51.25,1.42,28.52
2012-07-22,22.89,0.0,46.61,3.52,27.99
2012-07-23,18.08,0.0,45.56,2.56,29.37
2012-07-24,22.04,0.0,43.65,1.24,29.18
2012-07-25,24.8,0.0,42.85,1.38,26.47
2012-07-26,26.81,0.0,44.24,1.69,25.14
2012-07-27,25.18,0.0,43.76,3.01,25.71
2012-07-28,21.75,0.0,45.04,2.17,28.46
2012-07-29,23.3,0.0,41.5,1.6,28.02
2012-07-30,22.96,0.0,47.18,3.04,27.79
2012-07-31,21.9,0.0,46.15,2.08,28.01
2012-08-01,22.43,0.0,46.32,2.2,28.21
2012-08-02,22.3,0.0,49.05,2.18,21.53
2012-08-03,23.18,0.0,35.18,2.21,27.96
2012-08-04,25.28,0.0,38.68,2.54,27.31
2012-08-05,28.39,0.0,34.08,1.74,26.59
2012-08-06,28.05,0.0,39.76,1.44,18.49
2012-08-07,28.81,0.0,45.33,2.18,23.43
2012-08-08,25.97,0.0,41.31,2.91,25.57
2012-08-09,23.76,0.0,41.65,1.2,20.53
2012-08-10,24.47,0.0,38.85,1.53,25.17
2012-08-11,24.78,0.0,42.94,1.17,25.86
2012-08-12,26.51,0.0,35.8,2.2,25.57
2012-08-13,27.28,0.0,33.23,2.05,24.43
2012-08-14,25.76,0.0,45.04,2.29,24.73
2012-08-15,24.98,0.0,39.4,5.6,25.46
2012-08-16,25.08,0.0,34.58,2.72,25.82
2012-08-17,26.36,0.0,30.61,1.44,24.66
2012-08-18,26.5,0.0,37.15,1.77,22.97
2012-08-19,25.89,0.0,43.14,2.07,20.27
2012-08-20,24.54,0.0,42.57,2.53,21.17
2012-08-21,24.23,0.66,42.82,2.22,16.87
2012-08-22,19.97,0.0,47.45,2.02,24.82
2012-08-23,19.21,0.0,45.33,3.1,24.95
2012-08-24,17.57,0.0,42.4,1.71,24.63
2012-08-25,19.42,0.0,35.7,2.97,24.27
2012-08-26,20.2,0.0,44.78,2.77,22.37
2012-08-27,20.98,0.0,48.01,2.6,23.02
2012-08-28,21.2,0.03,43.9,3.06,22.24
2012-08-29,17.63,0.13,50.04,2.49,22.41
2012-08-30,19.92,0.0,40.51,1.26,23.04
2012-08-31,19.91,0.0,37.51,2.22,21.69
2012-09-01,17.43,0.0,45.26,2.38,23.37
2012-09-02,17.63,0.0,45.23,1.5,22.16
2012-09-03,20.03,0.0,42.66,1.56,21.93
2012-09-04,21.28,0.0,35.47,1.53,22.23
2012-09-05,22.04,0.0,35.79,1.69,20.49
2012-09-06,19.43,0.0,50.89,3.74,21.68
2012-09-07,20.14,0.0,40.8,2.6,21.67
2012-09-08,22.3,0.01,34.99,2.73,19.88
2012-09-09,21.03,0.02,44.72,3.59,18.28
2012-09-10,16.05,0.01,46.92,4.26,20.35
2012-09-11,14.41,0.0,38.94,1.66,21.49
2012-09-12,15.12,0.0,32.63,2.07,20.98
2012-09-13,17.46,0.0,33.46,2.8,20.07
2012-09-14,19.58,0.0,29.95,1.31,17.55
2012-09-15,20.03,0.0,38.43,1.27,15.22
2012-09-16,19.31,0.0,37.1,2.19,19.42
2012-09-17,20.36,0.0,30.4,1.51,19.07
2012-09-18,21.49,0.0,30.19,1.21,18.02
2012-09-19,20.78,0.0,36.69,0.86,17.98
2012-09-20,20.4,0.0,37.12,1.0,16.98
2012-09-21,18.94,0.0,42.47,0.89,13.67
2012-09-22,16.73,0.0,60.26,2.06,8.98
2012-09-23,14.63,0.14,67.12,1.76,9.85
2012-09-24,17.62,0.0,58.71,1.49,11.94
2012-09-25,16.54,0.0,55.8,1.54,15.76
2012-09-26,16.55,0.0,48.41,1.05,15.68
2012-09-27,18.33,0.0,45.03,1.38,15.88
2012-09-28,18.52,0.0,44.65,1.61,13.44
2012-09-29,18.74,0.0,51.1,1.65,14.09
2012-09-30,16.14,0.0,44.67,1.07,16.38
2012-10-01,17.3,0.0,40.69,1.88,15.55
2012-10-02,14.57,0.0,46.11,3.99,16.85
2012-10-03,10.67,0.0,40.24,4.26,16.43
2012-10-04,9.49,0.0,38.71,4.19,16.22
2012-10-05,9.2,0.0,37.17,3.75,15.97
2012-10-06,10.13,0.0,36.69,2.77,15.52
2012-10-07,13.31,0.0,34.9,1.25,15.33
2012-10-08,13.26,0.0,33.91,1.34,13.63
2012-10-09,13.95,0.0,43.55,0.87,13.5
2012-10-10,14.17,0.0,51.92,1.46,14.03
2012-10-11,14.71,0.0,51.27,1.29,13.75
2012-10-12,13.15,0.94,58.39,2.74,8.03
2012-10-13,13.63,0.54,74.93,3.99,4.55
2012-10-14,15.08,4.29,78.11,4.5,3.58
2012-10-15,15.85,7.28,76.78,5.11,10.39
2012-10-16,11.97,3.06,63.5,6.01,13.38
2012-10-17,8.09,0.07,64.77,1.19,12.29
2012-10-18,10.33,0.16,50.48,1.91,11.88
2012-10-19,13.08,0.5,69.36,5.38,7.14
2012-10-20,7.84,0.08,67.06,4.31,11.91
2012-10-21,5.82,0.18,74.07,2.53,9.32
2012-10-22,3.08,5.37,82.3,3.71,3.55
2012-10-23,3.62,0.19,78.39,1.86,6.49
2012-10-24,3.13,1.03,83.55,2.31,4.38
2012-10-25,4.81,0.19,75.66,1.26,6.93
2012-10-26,3.59,3.66,83.5,2.21,2.65
2012-10-27,5.5,4.4,93.5,2.65,2.62
2012-10-28,11.28,3.24,82.12,2.54,4.42
2012-10-29,12.95,4.51,80.34,4.48,9.24
2012-10-30,11.55,2.78,88.34,2.38,2.98
2012-10-31,11.5,2.01,82.04,2.38,2.78
2012-11-01,9.16,3.26,90.7,2.48,6.41
2012-11-02,9.33,0.12,79.5,1.76,5.2
2012-11-03,9.4,0.8,85.72,2.26,3.5
2012-11-04,11.23,0.09,88.71,1.84,3.1
2012-11-05,12.05,0.07,73.9,2.11,4.66
2012-11-06,10.53,0.21,82.05,1.67,6.04
2012-11-07,7.43,0.43,60.76,2.92,9.57
2012-11-08,2.81,0.6,71.92,2.84,6.93
2012-11-09,0.37,0.28,79.21,2.32,4.88
2012-11-10,-0.97,0.04,59.34,2.36,4.98
2012-11-11,-0.83,1.28,85.57,1.62,2.88
2012-11-12,2.43,10.99,93.09,1.94,1.54
2012-11-13,3.46,0.33,95.45,1.11,3.18
2012-11-14,2.52,0.25,95.13,1.17,2.9
2012-11-15,3.39,0.07,82.87,2.06,3.44
2012-11-16,3.47,0.14,85.98,1.49,2.05
2012-11-17,5.87,4.79,86.64,2.8,3.0
2012-11-18,4.77,2.84,74.89,4.17,3.81
2012-11-19,8.8,11.2,79.19,6.56,1.63
2012-11-20,7.79,7.15,89.93,2.66,2.25
2012-11-21,5.15,1.85,83.31,4.32,6.76
2012-11-22,2.08,0.01,80.58,2.49,5.81
2012-11-23,3.76,4.24,79.27,2.32,1.84
2012-11-24,4.39,1.34,87.11,1.85,5.69
2012-11-25,0.26,0.02,83.15,1.57,6.0
2012-11-26,-0.34,0.1,79.6,3.08,5.06
2012-11-27,0.71,0.0,82.42,2.01,3.82
2012-11-28,2.29,1.11,89.51,2.32,2.62
2012-11-29,4.56,2.28,90.81,2.39,1.58
2012-11-30,6.26,0.32,88.06,2.35,3.53
2012-12-01,7.5,1.9,71.47,4.46,6.04
2012-12-02,6.42,6.34,81.24,6.09,5.2
2012-12-03,6.35,0.42,76.96,4.81,4.7
2012-12-04,7.95,6.75,86.21,4.8,2.7
2012-12-05,4.06,0.1,72.41,3.16,6.12
2012-12-06,1.25,0.77,90.94,3.13,2.84
2012-12-07,2.16,0.57,85.35,4.79,3.59
2012-12-08,-0.32,0.26,83.06,0.94,4.7
2012-12-09,-1.12,0.57,87.26,1.94,2.35
2012-12-10,-0.25,0.2,95.58,0.96,3.14
2012-12-11,0.6,1.75,94.98,1.98,1.47
2012-12-12,0.24,1.35,94.11,1.24,2.15
2012-12-13,-1.27,0.1,95.36,1.26,1.59
2012-12-14,-1.14,1.1,94.92,0.95,2.25
2012-12-15,-0.93,1.51,86.69,2.26,1.77
2012-12-16,0.2,8.61,92.51,4.7,1.4
2012-12-17,1.71,1.24,83.15,7.08,1.86
2012-12-18,-2.45,0.1,89.56,2.87,3.97
2012-12-19,-1.29,2.97,82.42,4.93,0.78
2012-12-20,1.75,1.74,76.41,5.08,1.37
2012-12-21,1.02,0.5,89.74,2.01,1.6
2012-12-22,0.53,1.31,94.41,2.4,0.88
2012-12-23,0.4,4.44,86.08,2.43,2.42
2012-12-24,-2.02,3.23,78.07,3.13,4.96
2012-12-25,-1.62,2.17,85.34,2.8,1.8
2012-12-26,-0.83,1.14,85.92,1.14,2.48
2012-12-27,-0.81,0.86,93.76,0.98,1.87
2012-12-28,-1.26,0.06,91.09,1.12,2.2
2012-12-29,-2.99,1.03,86.98,1.37,1.5
2012-12-30,-4.72,0.03,87.48,1.23,3.08
2012-12-31,-4.88,0.0,84.31,1.12,2.33
2013-01-01,-5.1,0.0,85.2,1.41,2.49
2013-01-02,-6.19,0.0,77.9,2.99,3.32
2013-01-03,-6.87,0.01,78.97,1.8,4.78
2013-01-04,-4.29,0.05,79.74,1.5,2.97
2013-01-05,-3.38,0.41,83.38,1.84,2.12
2013-01-06,-3.19,0.33,93.8,1.43,2.24
2013-01-07,1.03,9.38,97.01,5.05,2.03
2013-01-08,1.68,4.12,97.94,3.79,1.76
2013-01-09,2.52,0.37,87.93,4.08,4.69
2013-01-10,-2.96,0.09,78.15,3.39,5.27
2013-01-11,-3.14,0.31,64.52,2.65,5.63
2013-01-12,-6.66,0.0,76.0,1.82,6.16
2013-01-13,-6.5,0.01,69.21,1.24,6.83
2013-01-14,-4.89,0.25,75.96,1.3,3.43
2013-01-15,-3.77,0.04,93.01,1.49,4.88
2013-01-16,-4.46,0.08,92.93,1.0,3.36
2013-01-17,-5.41,0.05,90.44,1.28,2.49
2013-01-18,-5.67,0.05,93.01,1.21,2.82
2013-01-19,-5.05,0.01,86.18,1.36,5.07
2013-01-20,-4.95,0.01,89.44,1.46,5.87
2013-01-21,-5.81,0.03,90.38,1.56,3.83
2013-01-22,-5.02,0.02,85.85,2.16,2.45
2013-01-23,-2.96,1.46,89.25,2.4,2.03
2013-01-24,-1.96,0.23,94.42,1.46,3.41
2013-01-25,0.77,2.08,96.24,1.04,2.94
2013-01-26,0.42,0.64,96.9,1.0,3.28
2013-01-27,-0.41,0.21,89.2,1.9,3.23
2013-01-28,-0.36,0.58,93.76,2.21,2.02
2013-01-29,1.56,0.8,94.15,2.68,6.64
2013-01-30,2.01,0.08,94.11,3.32,8.0
2013-01-31,1.71,0.21,95.79,1.85,3.91
2013-02-01,1.27,0.05,90.92,1.15,6.83
2013-02-02,0.97,0.0,84.81,1.73,7.86
2013-02-03,-0.46,0.05,93.92,0.93,2.83
2013-02-04,1.13,0.06,91.58,1.56,5.31
2013-02-05,2.39,0.2,89.62,2.95,4.8
2013-02-06,2.95,0.07,81.05,3.37,6.8
2013-02-07,2.09,0.13,77.85,2.3,8.62
2013-02-08,-0.05,0.01,83.48,1.68,9.68
2013-02-09,-0.67,0.01,84.75,1.94,7.62
2013-02-10,0.35,0.0,76.18,1.29,10.37
2013-02-11,0.96,0.0,79.18,1.12,6.47
2013-02-12,2.31,0.04,85.24,2.71,6.25
2013-02-13,3.67,0.01,80.65,3.56,7.38
2013-02-14,2.31,0.0,78.83,1.26,7.73
2013-02-15,3.0,0.01,86.3,1.78,11.28
2013-02-16,2.87,0.28,84.61,2.7,7.92
2013-02-17,1.6,0.0,73.42,2.22,11.31
2013-02-18,1.69,0.05,68.23,1.72,7.01
2013-02-19,1.42,0.44,74.67,1.34,7.33
2013-02-20,1.04,0.0,65.66,1.42,10.21
2013-02-21,0.34,0.66,90.18,3.09,6.78
2013-02-22,1.14,4.62,92.79,5.19,5.39
2013-02-23,1.47,0.15,72.59,3.06,12.47
2013-02-24,0.93,0.02,78.29,2.56,7.28
2013-02-25,2.13,2.76,73.12,4.89,8.25
2013-02-26,1.04,0.01,75.89,2.3,11.77
2013-02-27,3.56,0.28,72.39,1.97,10.26
2013-02-28,3.75,4.29,93.42,1.93,5.77
2013-03-01,7.83,0.12,86.27,3.31,6.39
2013-03-02,6.83,0.13,86.04,2.38,6.45
2013-03-03,2.78,0.0,62.91,3.58,13.95
2013-03-04,1.98,0.0,65.03,2.2,14.02
2013-03-05,3.08,0.44,70.18,3.88,4.7
2013-03-06,5.09,4.59,79.36,4.47,4.91
2013-03-07,4.52,1.54,72.27,2.85,10.9
2013-03-08,3.87,0.01,64.99,1.98,13.77
2013-03-09,5.66,0.0,60.66,1.35,16.45
2013-03-10,5.19,0.21,69.48,1.61,7.49
2013-03-11,5.58,0.03,66.6,1.55,14.54
2013-03-12,9.16,0.38,78.04,3.76,10.37
2013-03-13,9.93,0.06,77.54,2.24,9.11
2013-03-14,10.29,0.0,70.61,2.12,7.77
2013-03-15,9.28,0.0,70.33,2.71,15.12
2013-03-16,6.79,1.34,76.27,4.23,10.43
2013-03-17,4.22,0.05,54.89,5.05,16.57
2013-03-18,3.29,0.04,64.09,4.33,16.15
2013-03-19,4.64,1.0,60.25,3.46,13.53
2013-03-20,8.03,3.44,67.15,6.15,10.25
2013-03-21,3.23,0.21,59.3,4.18,16.36
2013-03-22,1.88,0.24,64.38,1.65,16.13
2013-03-23,1.59,0.0,57.59,1.33,16.94
2013-03-24,2.43,0.0,57.17,2.71,18.04
2013-03-25,5.12,0.0,59.62,2.62,18.61
2013-03-26,8.3,0.01,58.67,2.17,19.26
2013-03-27,9.52,0.75,68.1,1.36,11.21
2013-03-28,10.46,0.03,67.25,1.25,13.38
2013-03-29,11.09,0.02,60.23,1.64,18.0
2013-03-30,12.61,0.0,56.01,1.37,20.45
2013-03-31,13.22,0.0,58.33,2.7,21.01
2013-04-01,14.31,0.0,57.42,2.29,20.91
2013-04-02,12.76,0.0,62.43,2.45,21.08
2013-04-03,11.97,0.0,61.83,1.54,20.31
2013-04-04,10.91,2.67,78.95,3.06,6.21
2013-04-05,11.56,1.32,71.45,4.92,14.63
2013-04-06,9.97,1.8,70.32,4.6,17.55
2013-04-07,7.86,6.21,70.18,4.35,11.83
2013-04-08,6.37,0.24,68.05,0.99,14.21
2013-04-09,8.09,0.01,54.58,2.14,18.38
2013-04-10,10.32,0.88,64.35,5.09,15.35
