stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,operator,beginDate,endDate,associatedHucs
2057:AL:SCAN,2057,AL,SCAN,AAMU-JTG,GC,Madison,060300020502,800.0,34.78534,-86.55906,-6.0,27979,AAMA1,NRCS,2002-02-23 00:00,2100-01-01 00:00,"['060300020305', '060300020306', '060300020403', '060300020404']"
2092:KS:SCAN,2092,KS,SCAN,Abrams,GC,Cowley,110300130307,1190.0,37.1313,-97.0859,-6.0,31337,ABRK1,NRCS,2004-06-21 00:00,2100-01-01 00:00,"['110300130206', '110300130306', '110300130308', '110300180408', '110300180409']"
2015:NM:SCAN,2015,NM,SCAN,Adams Ranch #1,GC,Lincoln,130600060201,6170.0,34.25294,-105.41973,-7.0,19304,ADRN5,NRCS,1993-10-25 00:00,2100-01-01 00:00,"['130600060202', '130600060203', '130600060205']"
2235:CA:SCAN,2235,CA,SCAN,Adobe,GC,Mono,180901010607,6500.0,37.97787,-118.68626,-8.0,,ADZC1,NRCS,2023-09-27 00:00,2100-01-01 00:00,"['160600100701', '180901010602', '180901010605', '180901010609']"
2237:CA:SCAN,2237,CA,SCAN,Alabama Hills,GC,Inyo,180901030207,5240.0,36.56295,-118.13562,-8.0,,ABHC1,NRCS,2023-09-28 00:00,2100-01-01 00:00,"['180901030206', '180901030208', '180901030406', '180901030407']"
2172:NM:SCAN,2172,NM,SCAN,Alcalde,GC,Rio Arriba,130201011107,5680.0,36.0908,-106.05668,-7.0,53313,ALDN5,NRCS,2010-03-10 00:00,2100-01-01 00:00,"['130201011105', '130201021506', '130201021604']"
2138:UT:SCAN,2138,UT,SCAN,Alkali Mesa,GC,San Juan,140802030601,6450.0,37.67455,-109.36429,-7.0,34635,ALKU1,NRCS,2007-09-17 00:00,2100-01-01 00:00,"['140802010303', '140802030108', '140802030501', '140802030602']"
2076:TN:SCAN,2076,TN,SCAN,Allen Farms,GC,Giles,060300030905,700.0,35.07461,-86.89418,-6.0,30331,ALFT1,NRCS,2003-06-03 00:00,2100-01-01 00:00,"['060300040206', '060300040208', '060300040402']"
2031:IA:SCAN,2031,IA,SCAN,Ames,GC,Boone,070801050307,1060.0,42.0136,-93.72977,-6.0,28516,AMMI4,NRCS,2001-09-19 00:00,2100-01-01 00:00,"['070801050305', '070801050306', '070801050901', '071000040801']"
2214:CA:SCAN,2214,CA,SCAN,Ash Valley,GC,Lassen,180200021404,5100.0,41.05204,-120.6872,-8.0,,VYAC1,NRCS,2014-10-23 00:00,2100-01-01 00:00,"['180200021401', '180200021402']"
2032:MS:SCAN,2032,MS,SCAN,Beasley Lake,GC,Sunflower,080302071002,110.0,33.38333,-90.65,-6.0,24681,BSYM6,NRCS,1999-09-17 00:00,2100-01-01 00:00,"['080302070902', '080302071001', '080302071503']"
2207:TX:SCAN,2207,TX,SCAN,Beaumont,GC,Jefferson,120402010100,30.0,30.06845,-94.29283,-6.0,,BETT2,NRCS,2013-09-18 00:00,2100-01-01 00:00,"['120200070201', '120402010200']"
2135:UT:SCAN,2135,UT,SCAN,Blue Creek,GC,Box Elder,160203090802,5180.0,41.93531,-112.4336,-7.0,34628,BLUU1,NRCS,2007-09-12 00:00,2100-01-01 00:00,"['160102040303', '160102040304', '160203090801', '160203090803']"
2215:CA:SCAN,2215,CA,SCAN,Bodie Hills,GC,Mono,160503010104,7840.0,38.26477,-119.12645,-8.0,,HBDC1,NRCS,2014-10-24 00:00,2100-01-01 00:00,"['160503010102', '160503010110', '160503010204', '160503010205']"
2078:AL:SCAN,2078,AL,SCAN,Bragg Farm,GC,Madison,060300020306,790.0,34.8937,-86.60247,-6.0,30508,BRAA1,NRCS,2003-08-25 00:00,2100-01-01 00:00,"['060300020302', '060300020304', '060300020305', '060300020307']"
2177:AL:SCAN,2177,AL,SCAN,Broad Acres,GC,Montgomery,031501100803,270.0,32.28393,-86.05253,-6.0,70255,BDAA1,NRCS,2010-04-12 00:00,2100-01-01 00:00,"['031501100804', '031501100901', '031501100904', '031502010304']"
2216:NV:SCAN,2216,NV,SCAN,Buckhorn,GC,Washoe,180800020104,6470.0,40.87959,-119.9534,-8.0,,BUCN2,NRCS,2014-10-24 00:00,2100-01-01 00:00,"['160402030803', '160402030804', '160402040505', '160402040507', '160402040509', '180800020101']"
2151:UT:SCAN,2151,UT,SCAN,Buffalo Jump,GC,Rich,160101010403,6680.0,41.34368,-111.18797,-7.0,40642,BFJU1,NRCS,2009-08-26 00:00,2100-01-01 00:00,"['160101010401', '160101010402']"
2224:MO:SCAN,2224,MO,SCAN,Busby Farm,GC,Cole,103001021206,600.0,38.50452,-92.2469,-6.0,2018MO,BSBM7,NRCS,2018-05-15 00:00,2100-01-01 00:00,"['102901110404', '102901110405', '103001021109', '103001021207', '103001021304']"
2006:TX:SCAN,2006,TX,SCAN,Bushland #1,GC,Randall,111201020303,3830.0,35.17459,-102.09452,-6.0,18826,BUST2,NRCS,1993-10-01 00:00,2100-01-01 00:00,"['110901050302', '111201020303', '111201020304']"
2136:UT:SCAN,2136,UT,SCAN,Cache Junction,GC,Cache,160102020706,4420.0,41.81568,-111.98043,-7.0,34629,CAJU1,NRCS,2007-09-13 00:00,2100-01-01 00:00,"['160102020703', '160102020704', '160102020705', '160102030404', '160102030405', '160102040501']"
1232:AK:SCAN,1232,AK,SCAN,Canyon Lake,AK,Bethel,190305028402,560.0,59.42425,-161.16354,-9.0,69878,CLAA2,NRCS,2014-08-15 00:00,2017-04-04 05:00,"['190305027801', '190305027802', '190305028403', '190305028404']"
2223:MO:SCAN,2223,MO,SCAN,Carver Farm,GC,Cole,103001021207,560.0,38.52563,-92.13465,-6.0,,CRFM7,NRCS,2018-05-14 00:00,2100-01-01 00:00,"['102901110406', '102901110407', '103001021304', '103001021305', '103001021306']"
2161:UT:SCAN,2161,UT,SCAN,Cave Valley,GC,Washington,150100080503,6270.0,37.35524,-113.12341,-7.0,43933,CAVU1,NRCS,2010-04-12 00:00,2100-01-01 00:00,"['150100080301', '150100080302', '150100080502', '150100080506']"
2094:KS:SCAN,2094,KS,SCAN,Centralia Lake,GC,Nemaha,102702050303,1310.0,39.70045,-96.1629,-6.0,31338,CTRK1,NRCS,2004-06-24 13:00,2100-01-01 00:00,"['102701020202', '102701020203', '102702050302', '102702050304']"
2145:NV:SCAN,2145,NV,SCAN,Charkiln,GC,Clark,160600150101,6700.0,36.36651,-115.82047,-8.0,,CHAN2,NRCS,2007-10-28 00:00,2100-01-01 00:00,"['160600141902', '160600150201', '160600150204']"
2150:UT:SCAN,2150,UT,SCAN,Chicken Ridge,GC,Morgan,160201010603,7650.0,41.33136,-111.3036,-7.0,40640,CKRU1,NRCS,2009-08-25 00:00,2100-01-01 00:00,"['160101010401', '160101010402']"
2240:CA:SCAN,2240,CA,SCAN,Chimney Creek,GC,Tulare,180300020401,5680.0,35.83799,-118.03377,-8.0,,,NRCS,2024-09-25 00:00,2100-01-01 00:00,"['180300020304', '180300020402', '180300020502', '180902050501', '180902050702']"
2125:UT:SCAN,2125,UT,SCAN,Circleville,GC,Piute,160300010604,6130.0,38.15109,-112.25148,-7.0,34108,CLZU1,NRCS,2007-05-08 00:00,2100-01-01 00:00,"['160300010603', '160300010605', '160300010606']"
2195:MO:SCAN,2195,MO,SCAN,CMRB LTAR-MO,GC,Boone,071100060102,870.0,39.2285,-92.11942,-6.0,,CTSM7,NRCS,2014-09-03 00:00,2100-01-01 00:00,"['071100060101', '071100060103', '071100060502', '071100060504', '103001020703']"
2189:CA:SCAN,2189,CA,SCAN,Cochora Ranch,GC,San Luis Obispo,180600030102,2670.0,35.11807,-119.59608,-8.0,70965,CXXC1,NRCS,2012-06-07 00:00,2100-01-01 00:00,"['180300031501', '180300031502', '180300031503', '180600030101']"
2066:PR:SCAN,2066,PR,SCAN,Combate,GC,Cabo Rojo,210100040108,40.0,17.97937,-67.16888,-4.0,8428,COBP4,NRCS,2002-06-04 00:00,2100-01-01 00:00,"['210100040101', '210100040102', '210100040103', '210100040600']"
2117:MT:SCAN,2117,MT,SCAN,Conrad Ag Rc,GC,Pondera,100302030705,3700.0,48.30453,-111.92363,-7.0,34001,COAM8,NRCS,2006-10-18 00:00,2100-01-01 00:00,"['100302030103', '100302030703', '100302030704', '100302030801', '100302030803']"
2198:WA:SCAN,2198,WA,SCAN,Cook Farm Field D,GC,Whitman,170601080203,2580.0,46.78373,-117.08008,-8.0,70385,COOW1,NRCS,2013-07-24 00:00,2100-01-01 00:00,"['170601080201', '170601080202', '170601080204', '170601080206', '170601080208']"
2188:PR:SCAN,2188,PR,SCAN,Corozal,GC,Corozal,210100020104,800.0,18.31885,-66.36309,-4.0,32428,RCLP4,NRCS,2012-09-18 00:00,2100-01-01 00:00,"['210100020101', '210100020102', '210100020103', '210100020105', '210100020106', '210100020202', '210100020210']"
2197:CO:SCAN,2197,CO,SCAN,CPER,GC,Weld,101900080301,5340.0,40.8228,-104.71068,-7.0,,CPEC2,NRCS,2013-09-12 00:00,2100-01-01 00:00,"['101900080302', '101900080303', '101900090402']"
2002:MN:SCAN,2002,MN,SCAN,Crescent Lake #1,GC,Sherburne,070102030503,970.0,45.41519,-93.94786,-6.0,18818,CSCM5,NRCS,1993-10-01 00:00,2100-01-01 00:00,"['070102030304', '070102030502', '070102030505', '070102030601', '070102030602', '070102030603']"
2107:NM:SCAN,2107,NM,SCAN,Crossroads,GC,Lea,120800010103,4050.0,33.53513,-103.242,-7.0,30945,CRDN5,NRCS,2005-03-12 00:00,2100-01-01 00:00,"['120800010102', '120800010105', '120800010106', '120800010107', '120800060205']"
2113:AL:SCAN,2113,AL,SCAN,Cullman-NAHRC,GC,Cullman,031601090104,790.0,34.19492,-86.79897,-6.0,33156,CNSA1,NRCS,2006-05-16 00:00,2100-01-01 00:00,"['031601090103', '031601090105', '031601090106']"
2190:CA:SCAN,2190,CA,SCAN,Death Valley Jct,GC,Inyo,180902021504,2080.0,36.32502,-116.35132,-8.0,70961,DVJC1,NRCS,2012-06-08 00:00,2100-01-01 00:00,"['180902021505', '180902021603', '180902021604']"
2174:AL:SCAN,2174,AL,SCAN,Dee River Ranch,GC,Pickens,031601060504,160.0,33.10768,-88.31003,-6.0,,DEEA1,NRCS,2010-04-09 00:00,2100-01-01 00:00,"['031601060503', '031601060505', '031601060601', '031601080902', '031601080903']"
2187:CA:SCAN,2187,CA,SCAN,Deep Springs,GC,Inyo,180902010102,5390.0,37.37222,-117.97383,-8.0,70962,DPSC1,NRCS,2011-11-21 00:00,2100-01-01 00:00,"['180902010101', '180902010103', '180902010301', '180902010303']"
2183:CA:SCAN,2183,CA,SCAN,Desert Center,GC,Riverside,181001004703,550.0,33.80208,-115.30505,-8.0,70986,ERTC1,NRCS,2011-11-16 00:00,2100-01-01 00:00,"['181001004606', '181001004805', '181001004904', '181001004906', '181001005002']"
2048:MO:SCAN,2048,MO,SCAN,Dexter,GC,Stoddard,080202040502,300.0,36.78773,-89.93937,-6.0,28817,DEXM7,NRCS,2001-09-19 00:00,2100-01-01 00:00,"['080202030201', '080202030202', '080202030302', '080202040501']"
2191:CA:SCAN,2191,CA,SCAN,Doe Ridge,GC,Mono,180901020207,7340.0,37.63423,-118.82643,-8.0,70963,DOEC1,NRCS,2012-06-10 00:00,2100-01-01 00:00,"['180901020205', '180901020208']"
2167:UT:SCAN,2167,UT,SCAN,Dugway,GC,Tooele,160203061009,4320.0,40.16591,-113.02007,-7.0,40645,DGYU1,NRCS,2009-06-16 00:00,2100-01-01 00:00,"['160203061002', '160203061007', '160203061008', '160203061102', '160203061104']"
2192:CA:SCAN,2192,CA,SCAN,Eagle Lake,GC,Lassen,180800030305,5160.0,40.6175,-120.72472,-8.0,70964,EALC1,NRCS,2012-06-12 00:00,2100-01-01 00:00,"['180800030303', '180800030304', '180800030306', '180800030307', '180800030605']"
2130:UT:SCAN,2130,UT,SCAN,Eastland,GC,San Juan,140802030109,6840.0,37.77853,-109.17193,-7.0,34112,ELDU1,NRCS,2007-05-14 00:00,2100-01-01 00:00,"['140802030106', '140802030107', '140802030110', '140802030203', '140802030205']"
2077:TN:SCAN,2077,TN,SCAN,Eastview Farm,GC,Franklin,060300030602,1050.0,35.13916,-86.19109,-6.0,30330,EAST1,NRCS,2003-06-04 00:00,2100-01-01 00:00,"['060300030302', '060300030303', '060300030406', '060300030407', '060300030601', '060300030702']"
2220:MO:SCAN,2220,MO,SCAN,Elsberry PMC,GC,Lincoln,071100041104,490.0,39.15321,-90.78279,-6.0,72143,EBYM7,NRCS,2015-08-04 00:00,2100-01-01 00:00,"['071100041004', '071100041101', '071100041102', '071100041103', '071100041105']"
2128:UT:SCAN,2128,UT,SCAN,Enterprise,GC,Iron,160300061307,5240.0,37.63343,-113.64324,-7.0,34115,ENPU1,NRCS,2007-05-11 00:00,2100-01-01 00:00,"['160300061102', '160300061305', '160300061306']"
2126:UT:SCAN,2126,UT,SCAN,Ephraim,GC,Sanpete,160300040303,5540.0,39.36798,-111.57803,-7.0,34109,EPMU1,NRCS,2007-05-09 00:00,2100-01-01 00:00,"['160300040304', '160300040305', '160300040306', '160300040307', '160300040308', '160300040309']"
2072:SD:SCAN,2072,SD,SCAN,Eros Data Center,GC,Minnehaha,101702031402,1600.0,43.73835,-96.61455,-6.0,29691,EROS2,NRCS,2003-05-01 00:00,2100-01-01 00:00,"['101702031202', '101702031401', '101702031701']"
2185:CA:SCAN,2185,CA,SCAN,Essex,GC,San Bernardino,181001003308,2650.0,34.67235,-115.16693,-8.0,70988,EXCC1,NRCS,2011-11-19 00:00,2100-01-01 00:00,"['181001003307', '181001003501', '181001003502', '181001003805', '181001003901']"
2051:FL:SCAN,2051,FL,SCAN,Everglades ARS,GC,Miami-Dade,030902061603,10.0,25.50356,-80.54324,-5.0,23291,EARF1,NRCS,1999-02-01 00:00,2100-01-01 00:00,"['030902021300', '030902061605', '030902061606']"
2184:CA:SCAN,2184,CA,SCAN,Ford Dry Lake,GC,Riverside,181001005405,380.0,33.6547,-115.09763,-8.0,,RDLC1,NRCS,2011-11-16 13:00,2100-01-01 00:00,"['181001005401', '181001005402', '181001005403', '181001005404', '181001005410']"
2019:MT:SCAN,2019,MT,SCAN,Fort Assiniboine #1,GC,Hill,100500040103,2710.0,48.49086,-109.8004,-7.0,19462,FASM8,NRCS,1991-10-01 00:00,2100-01-01 00:00,"['100500040402', '100500050403', '100500050405']"
2022:OK:SCAN,2022,OK,SCAN,Fort Reno #1,GC,Canadian,111003010606,1380.0,35.5572,-98.01627,-6.0,27115,FTRO2,NRCS,1998-11-10 00:00,2100-01-01 00:00,"['110500020602', '110500020707', '111003010605', '111003010702']"
2122:PR:SCAN,2122,PR,SCAN,Fortuna,GC,Juana Díaz,210100040313,70.0,18.02502,-66.5279,-4.0,,FORP4,NRCS,2006-11-08 00:00,2100-01-01 00:00,"['210100040308', '210100040309', '210100040310', '210100040317', '210100040318', '210100040600']"
2218:CA:SCAN,2218,CA,SCAN,French Gulch,GC,Shasta,180201540102,3760.0,40.79361,-122.55083,-8.0,,FGLC1,NRCS,2014-10-22 00:00,2100-01-01 00:00,"['180200050404', '180200050405', '180201540101', '180201540104', '180201540301']"
2011:NY:SCAN,2011,NY,SCAN,Geneva #1,GC,Ontario,041402010904,720.0,42.8765,-77.0307,-5.0,18821,GVAN6,NRCS,1993-10-01 00:00,2100-01-01 00:00,"['041402010303', '041402010404', '041402010903']"
2050:MN:SCAN,2050,MN,SCAN,Glacial Ridge,GC,Polk,090203030503,1140.0,47.71593,-96.26823,-6.0,28526,GLRM5,NRCS,2001-09-25 00:00,2100-01-01 00:00,"['090203010207', '090203030501', '090203030504', '090203030601', '090203050603']"
2024:MS:SCAN,2024,MS,SCAN,Goodwin Ck Pasture,GC,Panola,080302030403,320.0,34.25,-89.86667,-6.0,29368,GCPM6,NRCS,1999-01-27 00:00,2100-01-01 00:00,"['080302011002', '080302030402', '080302030404']"
2025:MS:SCAN,2025,MS,SCAN,Goodwin Ck Timber,GC,Panola,080302030403,330.0,34.23595,-89.89828,-6.0,29369,GCTM6,NRCS,1999-01-27 00:00,2100-01-01 00:00,"['080302030306', '080302030401', '080302030402', '080302030404']"
2165:UT:SCAN,2165,UT,SCAN,Goshute,GC,Tooele,160203060808,5490.0,39.98981,-114.00047,-7.0,43930,GSHU1,NRCS,2010-03-01 00:00,2100-01-01 00:00,"['160203060806', '160203060807', '160203060902']"
2152:UT:SCAN,2152,UT,SCAN,Grantsville,GC,Tooele,160203040503,4340.0,40.59044,-112.39253,-7.0,40644,GTVU1,NRCS,2009-08-27 00:00,2100-01-01 00:00,"['160203040402', '160203040404', '160203040501', '160203040502']"
2131:UT:SCAN,2131,UT,SCAN,Green River,GC,Emery,140600080208,4100.0,39.01825,-110.16264,-7.0,34110,GREU1,NRCS,2005-05-15 00:00,2100-01-01 00:00,"['140600080107', '140600080207', '140600080404']"
2160:UT:SCAN,2160,UT,SCAN,Grouse Creek,GC,Box Elder,160203080103,5820.0,41.77846,-113.82048,-7.0,43921,GRSU1,NRCS,2010-05-04 00:00,2100-01-01 00:00,"['160203080101', '160203080102', '160203080104', '160203080110']"
2045:PR:SCAN,2045,PR,SCAN,Guilarte Forest,GC,Adjuntas,210100020401,3330.0,18.14638,-66.76718,-4.0,28517,GUIP4,NRCS,2001-05-08 00:00,2100-01-01 00:00,"['210100020402', '210100030201', '210100030202', '210100030203', '210100040202', '210100040203', '210100040205']"
2164:UT:SCAN,2164,UT,SCAN,Hals Canyon,GC,Millard,160203020303,5250.0,38.59445,-113.75102,-7.0,43928,HALU1,NRCS,2010-03-09 00:00,2100-01-01 00:00,"['160203020302', '160203020304', '160203020401', '160203020402', '160203020404']"
2166:UT:SCAN,2166,UT,SCAN,Harms Way,GC,San Juan,140300020802,7060.0,38.31347,-109.23998,-7.0,43929,HWYU1,NRCS,2010-03-03 00:00,2100-01-01 00:00,"['140300020902', '140300050603']"
2055:AL:SCAN,2055,AL,SCAN,Hodges,GC,Marshall,060300010705,660.0,34.44486,-86.16517,-6.0,27980,HDGA1,NRCS,2002-02-23 00:00,2100-01-01 00:00,"['060300010505', '060300010807', '060300010901']"
2127:UT:SCAN,2127,UT,SCAN,Holden,GC,Millard,160300051502,4750.0,39.19216,-112.40155,-7.0,34114,HLDU1,NRCS,2007-05-10 00:00,2100-01-01 00:00,"['160300051409', '160300051410', '160300051501', '160300051507']"
2069:NH:SCAN,2069,NH,SCAN,Hubbard Brook,GC,Grafton,010700010205,1480.0,43.94852,-71.72662,-5.0,,HUBN3,NRCS,2002-09-26 00:00,2100-01-01 00:00,"['010700010202', '010700010203', '010700010204', '010700010206', '010700010301']"
2211:AK:SCAN,2211,AK,SCAN,Innoko Camp,AK,Yukon-Koyukuk,190903031103,90.0,63.639,-158.0301,-9.0,72134,IOCA2,NRCS,2014-08-05 00:00,2017-04-04 08:00,"['190903030508', '190903030606', '190903030608', '190903030904', '190903031102', '190903031104', '190903031105']"
2052:PR:SCAN,2052,PR,SCAN,Isabela,GC,Isabela,210100020507,390.0,18.47022,-67.04372,-4.0,9774,ISSP4,NRCS,2003-08-12 00:00,2100-01-01 00:00,"['210100020504', '210100020505', '210100020600']"
2173:AL:SCAN,2173,AL,SCAN,Isbell Farms,GC,Colbert,060300051002,610.0,34.81982,-87.98685,-6.0,70252,ISBA1,NRCS,2010-04-08 00:00,2100-01-01 00:00,"['060300051004', '060300060305', '060300060307']"
2111:NE:SCAN,2111,NE,SCAN,Johnson Farm,GC,Chase,102500040102,3330.0,40.37092,-101.72007,-7.0,32413,JOFN1,NRCS,2005-10-26 00:00,2100-01-01 00:00,"['102500040101', '102500050308', '102500050401']"
2121:MT:SCAN,2121,MT,SCAN,Jordan,GC,Garfield,100401041801,2810.0,47.522,-107.12731,-7.0,34592,JRDM8,NRCS,2007-06-06 00:00,2100-01-01 00:00,"['100401041701', '100401041702', '100401041802', '100401050402', '100401050501']"
2148:ID:SCAN,2148,ID,SCAN,Jordan Valley Cwma,GC,Owyhee,170501080405,4500.0,42.94863,-117.0106,-7.0,,JVCI1,NRCS,2008-12-10 00:00,2100-01-01 00:00,"['170501080403', '170501080404', '170501080501', '170501080502']"
2168:NM:SCAN,2168,NM,SCAN,Jornada Exp Range,GC,Doña Ana,130301030502,4350.0,32.5566,-106.69997,-7.0,40726,JERN5,NRCS,2009-10-19 00:00,2100-01-01 00:00,"['130301030405', '130301030501', '130301030504', '130301030505', '130301030506']"
2194:MO:SCAN,2194,MO,SCAN,Journagan Ranch,GC,Douglas,110100060102,1100.0,36.9973,-92.2594,-6.0,59534,JOUM7,NRCS,2012-07-24 00:00,2100-01-01 00:00,"['110100060101', '110100060103', '110100060201', '110100060202']"
2096:HI:SCAN,2096,HI,SCAN,Kainaliu,GC,Hawaii,200100001102,1350.0,19.53322,-155.92914,-10.0,32495,KXXH1,NRCS,2005-02-10 00:00,2100-01-01 00:00,"['200100001101', '200100001800']"
2208:AK:SCAN,2208,AK,SCAN,Kanaryagak Camp,AK,Kusilvak,190903053903,10.0,61.3588,-165.12042,-9.0,70939,KGAA2,NRCS,2013-08-27 00:00,2017-04-04 05:00,"['190903053702', '190903053703', '190903053704', '190903053904', '190903054111']"
2212:AK:SCAN,2212,AK,SCAN,Kanuti Lake,AK,Yukon-Koyukuk,190901040707,520.0,66.177,-151.742,-9.0,72130,KATA2,NRCS,2014-08-25 00:00,2100-01-01 00:00,"['190901040503', '190901040705', '190901040706', '190901040708', '190901041201']"
2103:HI:SCAN,2103,HI,SCAN,Kemole Gulch,GC,Hawaii,200100001403,4150.0,19.91475,-155.59102,-10.0,32502,KEGH1,NRCS,2005-02-23 00:00,2020-12-17 00:00,"['200100001404', '200100001405', '200100001407']"
2206:TX:SCAN,2206,TX,SCAN,Kingsville,GC,Kleberg,121102040409,70.0,27.54967,-97.88215,-6.0,66052,KGVT2,NRCS,2013-09-16 00:00,2100-01-01 00:00,"['121102040205', '121102040206', '121102040407', '121102040408']"
2201:TX:SCAN,2201,TX,SCAN,Knox City,GC,Knox,120601010206,1460.0,33.44635,-99.86657,-6.0,66053,KNXT2,NRCS,2013-09-12 00:00,2100-01-01 00:00,"['120601010203', '120601010205', '120601010402']"
2180:AL:SCAN,2180,AL,SCAN,Koptis Farms,GC,Baldwin,031602050202,130.0,30.5238,-87.69797,-6.0,55484,KOPA1,NRCS,2010-05-07 00:00,2100-01-01 00:00,"['031401060601', '031401060602', '031602050203']"
2147:KS:SCAN,2147,KS,SCAN,Ku-Nesa,GC,Jefferson,102701040502,1090.0,39.05141,-95.19128,-6.0,35224,KUNK1,NRCS,2008-08-20 00:00,2100-01-01 00:00,"['102701040405', '102701040406', '102701040503']"
2097:HI:SCAN,2097,HI,SCAN,Kukuihaele,GC,Hawaii,200100000203,930.0,20.0955,-155.50864,-10.0,32496,KXAH1,NRCS,2005-02-11 00:00,2100-01-01 00:00,"['200100000202', '200100001600']"
2141:NV:SCAN,2141,NV,SCAN,Kyle Canyon,GC,Clark,150100150301,7010.0,36.26527,-115.60852,-8.0,34941,KCYN2,NRCS,2007-10-23 00:00,2100-01-01 00:00,"['150100150206', '150100150207', '150100150302', '160600150504', '160600150601']"
2106:TX:SCAN,2106,TX,SCAN,Lehman,GC,Cochran,120800010301,3760.0,33.62647,-102.7453,-6.0,30944,LEHT2,NRCS,2005-03-12 00:00,2100-01-01 00:00,"['120500010905', '120800010302']"
2105:TX:SCAN,2105,TX,SCAN,Levelland,GC,Hockley,120500040203,3510.0,33.55125,-102.37392,-6.0,30943,LVLT2,NRCS,2005-03-11 00:00,2100-01-01 00:00,"['120500040102', '120500040201', '120500040202', '120500040204']"
2021:WA:SCAN,2021,WA,SCAN,Lind #1,GC,Adams,170200150807,1660.0,47.00713,-118.57403,-8.0,19303,LDDW1,NRCS,1993-09-27 00:00,2100-01-01 00:00,"['170200150701', '170200150703', '170200150803', '170200150804', '170200150806', '170200160501']"
581:MT:SCAN,581,MT,SCAN,Lindsay,GC,Dawson,101000041002,2820.0,47.21415,-105.18702,-7.0,33997,LDSM8,NRCS,1990-10-01 00:00,2100-01-01 00:00,"['101000040802', '101000040803', '101000041001', '101000041003', '101000041302']"
2155:UT:SCAN,2155,UT,SCAN,Little Red Fox,GC,Duchesne,140600030406,5400.0,40.17956,-110.30404,-7.0,43926,LRFU1,NRCS,2010-01-20 00:00,2100-01-01 00:00,"['140600030403', '140600030404', '140600030405', '140600030805']"
2027:GA:SCAN,2027,GA,SCAN,Little River,GC,Tift,031102040105,340.0,31.5,-83.55,-5.0,24419,LRVG1,NRCS,1999-05-19 00:00,2025-12-10 00:00,"['031102020304', '031102030201', '031102040104']"
2114:AL:SCAN,2114,AL,SCAN,Livingston-UWA,GC,Sumter,031602020404,150.0,32.608,-88.19743,-6.0,33154,LVSA1,NRCS,2006-05-17 00:00,2100-01-01 00:00,"['031602020405', '031602020604']"
2169:NM:SCAN,2169,NM,SCAN,Los Lunas PMC,GC,Valencia,130202030604,4840.0,34.7715,-106.76288,-7.0,40727,LNAN5,NRCS,2009-09-20 00:00,2100-01-01 00:00,"['130202030407', '130202030410', '130202030603']"
2146:NV:SCAN,2146,NV,SCAN,Lovell Summit,GC,Clark,160600150401,6600.0,36.16555,-115.61195,-8.0,34943,LSMN2,NRCS,2007-10-29 00:00,2100-01-01 00:00,"['150100150302', '160600150402', '160600150403', '160600150504', '160600150601']"
2116:NV:SCAN,2116,NV,SCAN,Lovelock NNR,GC,Pershing,160401081100,3930.0,40.09247,-118.49345,-8.0,33798,LUVN2,NRCS,2006-09-26 00:00,2100-01-01 00:00,
1233:AK:SCAN,1233,AK,SCAN,Lower Mulchatna,AK,Dillingham,190303021706,370.0,59.82001,-156.99064,-9.0,69874,LMLA2,NRCS,2012-09-22 00:00,2017-04-04 05:00,"['190303011902', '190303011903', '190303021702', '190303021707', '190303021708']"
2230:MO:SCAN,2230,MO,SCAN,LTSP,GC,Shannon,110100080503,890.0,37.18167,-91.11778,-6.0,,,NRCS,2021-07-06 00:00,2100-01-01 00:00,"['110100070403', '110100080502']"
2042:VT:SCAN,2042,VT,SCAN,Lye Brook,GC,Bennington,020200030202,2440.0,43.05723,-73.03892,-5.0,25913,LBKV1,NRCS,2000-09-14 00:00,2100-01-01 00:00,"['010801070304', '010802030101', '010802030102', '020200030203']"
2028:PA:SCAN,2028,PA,SCAN,Mahantango Ck,GC,Northumberland,020503010801,720.0,40.67309,-76.66702,-5.0,24393,MHCP1,NRCS,1999-04-27 13:00,2100-01-01 00:00,"['020503010502', '020503010701', '020503010702', '020503010802']"
2079:KY:SCAN,2079,KY,SCAN,Mammoth Cave,GC,Hart,051100010808,790.0,37.18645,-86.04103,-6.0,29746,MAMK2,NRCS,2003-08-28 00:00,2100-01-01 00:00,"['051100010803', '051100010807', '051100011301', '051100020701']"
2102:HI:SCAN,2102,HI,SCAN,Mana House,GC,Hawaii,200100000202,4230.0,19.95658,-155.53517,-10.0,32500,MANH1,NRCS,2005-02-18 00:00,2100-01-01 00:00,"['200100000203', '200100000204', '200100001407']"
